title,city,region,category,subcategory,description
szary kombinezon Parallel lines krótki S M hit elegancki,Śląskie,Bielsko-Biała,Moda,Ubrania,nie wymieniam się
WYPRZEDAŻ kosmetykow i sprzetu kosmetycznego!,Mazowieckie,Warszawa,Usługi i Firmy,Wyposażenie firm,WYPRZEDAŻ KOSMETYKÓW I SPRZĘTU KOSMETYCZNEGO!
amplituner Philips i głośniki 600W sprzedam zamienie,Kujawsko-pomorskie,Bydgoszcz,Elektronika,MP3 i sprzęt audio,Zamiana na inna elektronike tablet telefon laptop tv smartfon
Solanka termalna do kąpieli,Małopolskie,Krzeszowice,Moda,Kosmetyki i perfumy,Mam na sprzedaż lub zamianę nową solanke termalną do kąpieli z dług datą ważności.
Trzy spódniczki.,Śląskie,Piekary Śląskie,Moda,Ubrania,"Spódnica biała - na podszewce,rozmiar M, marka 3 Suisses. Zaleta - nie gniecie się. Przed kolana."
Zamieni słome za obornik,Wielkopolskie,Ostrów Wielkopolski,Rolnictwo,Produkty rolne,Zamienię słomę za obornik
Panini karty fifa 365,Małopolskie,Miechów,Sport i Hobby,Kolekcje,Zamienię lub sprzedam karty fifa 365.
Sprzedam wózek,Łódzkie,Pajęczno,Dla Dzieci,Wózki dziecięce,Stan idealny.nie wymieniam sie.Zapraszam
plecak,Podlaskie,Białystok,Dla Dzieci,Pozostałe dla dzieci,Zamienie plecak dla chlopca na plecak dla dziewczynki
Witam zamienię rolki lub sprzedam,Śląskie,Dąbrowa Górnicza,Dla Dzieci,Pozostałe dla dzieci,"Zamienię rolki rozmiar 36/37  lub lakier hybrydowy firmy Semilack (nr 130,118,131) jeden  odbiór  osobisty.Zapraszam na inne moje ogłoszenia"
Akumulator Stanley 2.0 Ah Nowy 2016,Kujawsko-pomorskie,Mogilno,Dom i Ogród,Narzędzia,Akumulator do elektronarzędzi akumulatorowych firmy Stanley
Śliczne szpilki nowe cekinowe,Małopolskie,Nowy Sącz,Moda,Buty,Zamienię nowe czarne szpilki z cekinami:) zapraszam
Szpilki 37 CCC,Zachodniopomorskie,Police,Moda,Buty,Stan bardzo dobry - Zamsz. Zamienię na chusteczki nawilżane
Sony xperia M5,Wielkopolskie,Rawicz,Elektronika,Sony,"Witam,zamienię Sony Xperia M5 stan bardzo dobry..."
Meliski Nude r.40 ze złotą klamrą Okazja,Małopolskie,Kraków,Moda,Buty,Witam.Oferuję Nowe Meliski koloru nude (cieliste) kupione ze 49zł .Rozmiar 40.
Aparat Sony sprzedam/ zamienie,Zachodniopomorskie,Gryfice,Elektronika,Fotografia,Aparat w dobrym stanie wszystko działa jak należy więcej informacji poprzez olx
Kamizelka F&amp;amp;F,Łódzkie,Łódź,Dla Dzieci,Ubranka dla dzieci,Rozmiar 62-68. Stan bdb.
Paka ubrań dla chłopca,Kujawsko-pomorskie,Włocławek,Dla Dzieci,Ubranka dla dzieci,"Witam, ofertuję ubranka dla chłopca. W zestawie 5 elementów dla 2-latka:"
"Torba podróżna do samolotu, bagaż podręczny",Podlaskie,Białystok,Sport i Hobby,Turystyka,"Sprzedam granatową torbę podróżną samolotową, odpowiadającą wymiarom Ryanair. Torba w idealnym stanie, bez śladów użytkowania."
weiter deutsch 2,Łódzkie,Pajęczno,Muzyka i Edukacja,Podręczniki szkolne,Nieliczne uzupełnienia ołówkiem. Wysyłka 8 zl
pies Benek owczarek,Małopolskie,Proszowice,Zwierzęta,Owczarek,Beno zakupiony z Nowego Targu
Cień AVON blue pop color trend,Lubelskie,Lublin,Moda,Kosmetyki i perfumy,"Zamienię nowy cień AVON color trend, blue pop, nigdy nie używany, jedynie bez pudełka. Piękny głęboki kolor, długo się utrzymuje. Mam drugi identyczny, dlatego ten jest mi zbędny."
Ubrania,Kujawsko-pomorskie,Włocławek,Moda,Ubrania,Oddam ubrania (różne rozmiary) za paczkę pampersów do 5 kg.
nokia x ds rm-980 dual sim,Mazowieckie,Radom,Elektronika,Nokia,"sprzedam nokie używaną przez moją córke. telefon niezniszczony, pudełko, ładowarka, słuchawki, preferowany odbiór osobisty, na wyświetlaczu jest folia od nowości, nie zrywałem jej"
Suknia ślubna krótka rozm.36,Zachodniopomorskie,Koszalin,Ślub i Wesele,Suknie ślubne,"Witam,"
Słownik hiszpańsko-polski i angielsko-polski,Śląskie,Dąbrowa Górnicza,Muzyka i Edukacja,Książki naukowe,"Witam. Sprzedam slowniki po 5 zl nowe, polecam"
Lampy sufitowe,Lubelskie,Lublin,Dom i Ogród,Oświetlenie,"20zł za sztukę  , można kupić pojedynczo."
Pościel do wózka,Wielkopolskie,Kępno,Dla Dzieci,Pozostałe dla dzieci,Oddam używaną pościel do wózka za 2 paczki chusteczek firmy &quot;Pampers&quot; . Kolor pomarańczowy.
Spioszki welurowe rozm. 56,Dolnośląskie,Wrocław,Dla Dzieci,Ubranka dla dzieci,Piękne welurowe śpioszki. Cieplutkie praktyczne.
Usługi Koparką,Małopolskie,Wadowice,Usługi i Firmy,Budowa i Remont,Witam wykonuje usługi koparka 7T oraz wywrotka 4x4 8T
buty rozm 22,Kujawsko-pomorskie,Toruń,Dla Dzieci,Buciki,"Buty lakierowane balerinki białe, sandały nowe sztywna pięta, cena za 1szt"
Piła spalinowa Stihl MS271 NOWA !,Podkarpackie,Rzeszów,Dom i Ogród,Ogród,"Mam dziś do zaoferowania nową, piłę spalinową:"
Suknia ślubna rozmiar LA Sposa 38,Zachodniopomorskie,Szczecin,Ślub i Wesele,Suknie ślubne,"Suknia ślubna La Sposa Detalle rozmiar orginalny 38 ale była dla mnie zwężana przed ślubem. Mój wzrost 172 cm, miałam buty na niewielkim obcasie. Suknia po weselu i sesji była wyprana i wyprasowana. Jest w bardzo dobrym stanie. Suknia pięknie się prezentuje w tańcu i na sesji. Zapraszam do oglądania w Warzymicach i w Szczecinie."
Buty Korki,Wielkopolskie,Turek,Sport i Hobby,Obuwie sportowe,Witam sprzedam buty &quot;korki&quot;
Grill elektryczny ASIA,Wielkopolskie,Krotoszyn,Dom i Ogród,Sprzęt AGD,Sprzedam nowy grill elektryczny ASIA. Idealny dla osob mieszkajacych w bloku. Polecam!
sukienki,Śląskie,Rybnik,Moda,Ubrania,TANIO Sprzedam całą garderobe w rozmiarze 42-sukienki na wesele-sylwestra jak i codzienne.kostiumy.płaszcze wszystko w bardzo dobrym stanie ubrane przeważnie jeden raz ZAKUPIONE WRYBNIKU W FISTANIE lub zamienię na 46
Róznosci,Małopolskie,Kraków,Sport i Hobby,Kolekcje,"Zamienię za coś slodkiego rzeczy ze zdjęć, rzeczy są używane ale w bardzo dobrym stanie, kontakt proszę na maila"
opony 225/50/17,Dolnośląskie,Oława,Motoryzacja,Opony,"opony jak na zdjęciu cena dotyczy jednej szt ,dostępne są 2 szt .Odbiór wyłącznie osobisty .data 06 2012 bieżnik 5-6 mm"
Samsung A7! Xcover 2! Sony Xperia Z1 Compact! Z3! HTC 510!Moto Dualsim,Podlaskie,Białystok,Elektronika,Inne telefony gsm,Sprzedam lub zamienię wyżej wymienione telefony
"sneakersy, na koturnie",Małopolskie,Nowy Sącz,Moda,Buty,Witam zamienię buty stan bardzo dobry; )  polecam
Karty Fifa 365 Edycja 2017 Wymiana i Sprzedaż,Zachodniopomorskie,Szczecin,Sport i Hobby,Kolekcje,Aktualizacja listy. 04.02.2017 o 17:00
"Sweterki rozm,mL",Pomorskie,Gdańsk,Moda,Ubrania,"Sa sweterki,bluzeczki wejdz w ogloszenie a cosznajdziesz dla siebie:-)"
"bransoletka modułowa, moduł, rzemień, czerwony, pomarańczowy",Podkarpackie,Rzeszów,Moda,Biżuteria,"koraliki modułowe wielkości 15cm, obwód 21cm, zapraszam"
Zestaw ubrań ciążowych rozmiar 38/40,Pomorskie,Gdańsk,Moda,Ubrania,"Zamienię na 3 czekolady mleczne lub z orzechami, albo coś innego :) na zestaw ubrań ciążowych dla osoby o wzroście 170cm i noszonym rozmiarze przed ciążą 38 w porywach do 40 :)"
Kurtka wiatrówka 80,Mazowieckie,Warszawa,Dla Dzieci,Ubranka dla dzieci,"Kurtka-wiatróweczka z bawełnianą podszewką, z kapturem."
zamienie,Mazowieckie,Ciechanów,Moda,Dodatki,Zamienię torebkę w stanie dobrym
NEW YORKER Spódniczka mini koronka neon 36 S,Mazowieckie,Marki,Moda,Ubrania,"Śliczna spódniczka mini New Yorker-Amisu ,pomarańczowa-neon-koronka-kwiatki"
Kurtka zimowa chłopięca 92 cm (2 lata),Zachodniopomorskie,Szczecin,Dla Dzieci,Ubranka dla dzieci,Zamienię zimową kurtkę dla chłopca na paczkę chusteczek nawilżających Dada Naturals. Rozmiar 92 cm (2 lata).
Płyta winylowa Msza Wędrującego Stachura Chodakowska,Warmińsko-mazurskie,Ostróda,Muzyka i Edukacja,Muzyka,Zamienię lub sprzedam. Stan płyty i okładki bardzo dobry. Mam podwójny egzemplarz w kolekcji i chcę dostać lub kupić za nią inną płytę analogową.
"Butki Zara, dziewczynka, jesień, r. 20 (11,5 cm)",Małopolskie,Andrychów,Dla Dzieci,Buciki,Przedmiotem sprzedaży są:
"Uncharted 4, Untill Dawn, SW Battlefront, The Order 1886 PS4 zamiana",Wielkopolskie,Poznań,Elektronika,Gry i Konsole,Witam
Zaslony i obrus Cena z przesylka !,Opolskie,Strzelce Opolskie,Dom i Ogród,Dekoracje,"Sprzedam dwie zaslony w kolorze lososiowym, szerokosc150cm,wysokosc 245cm oraz obrus okragly o srednicy 124 cm.Z jednej strony material jest matowy,z drugiej ma polysk.Cena z przesylka.Zapraszam do obejrzenia innych moich ogloszen.:-)"
Odznaczenie i pieczątka bardzo stare,Zachodniopomorskie,Szczecin,Sport i Hobby,Kolekcje,"Odznaczenie i pieczatka pochodzenia niemieckiego. Nie propaguje znaków nazistowskich, sa to przedmioty kolekcjonerskie. Sprzedam lub wymienie na monety"
Samsung Galaxy S7 Edge 32GB Silver LTE,Śląskie,Zawiercie,Elektronika,Samsung,Witam zamienię samsunga galaxy S7 Edge najlepiej na Samsung Galaxy S7.
spodnie 2 pary,Śląskie,Sosnowiec,Moda,Ubrania,"zamienie na cokolwiek lub oddam za dużą czekoladę rybaczki-biodrówki, materiał lekki, idealne na upaly, na metce jest rozm. 44 ale jak dla mnie wychodza na mniejsze. pasek szer. 45 cm, x2, dł. 70 cm. wys. stanu z przodu 22 cm.  oraz lniane  z wysokim stanem szer. w pasie 40 cm. dł. 70 cm. obie pary w kolorze beżu, będą pasowały na kogoś o rozm. 40, odbiór ok. Milowic"
ziemniaki ekologiczne,Lubelskie,Łęczna,Rolnictwo,Produkty rolne,sprzedam ziemniaki jadalne odmiana satina żółte .
Atrakcyjna cena- Zobacz!,Mazowieckie,Warszawa,Usługi i Firmy,Usługi informatyczne,Tworzenie stron i sklepów internetowych z pozycjonowaniem. W bardzo rozsądnej cenie. Wysoka jakość i profesjonalizm. Skontaktuj się z nami.
Suknia ślubna,Mazowieckie,Warszawa,Ślub i Wesele,Suknie ślubne,"Do sprzedania suknia ślubna typu princessa w rozmiarze 34-38 w kolorze &quot;śmietankowa biel&quot;. Gorset zdobiony kryształkami, wiązany z tyłu. Dół sukni z tiulu. Suknia ma opuszczony stan, tiulowy pas oddziela gorset od spódnicy, którą bez problemu można skrócić. Suknia bardzo wygodna zarówno przy chodzeniu jak i tańczeniu."
"Nowe niemieckie balsamy do ciala sprzedam, zamienię",Lubelskie,Radzyń Podlaski,Moda,Kosmetyki i perfumy,Witam sprzedam lub zamienię nowe balsamy.sa bardzo wydajne i ładnie pachną.zapraszam
szary krotki sweterek swetr sweterki Atmosphere,Lubelskie,Tomaszów Lubelski,Moda,Ubrania,"fajniutki sweterek w atrakcyjnej cenie, posiada rekawy 3/4, super prezentuje sie z bialymi koszulkami"
Kapelusz,Zachodniopomorskie,Szczecin,Moda,Dodatki,Kapelusz w kolorze szarym z ozdobnym sznurkiem.
Radio Samochodowe CD MP3 RCA !!! Sony !,Małopolskie,Olkusz,Motoryzacja,Sprzęt car audio,Witam. Sprzedam radio cd czytajcie mp3.
Łóżko,Łódzkie,Łódź,Dom i Ogród,Sofy i kanapy,Zamienię za paczkę chusteczek nawilżające.
Skup aut woj.lubelskie cale uszkodzone,Lubelskie,Łęczna,Usługi i Firmy,Usługi motoryzacyjne,Skup aut cale uszkodzone spalone skorodowane bez prawa rejestracji angliki dostawcze wlasny transport
Zamienię na SCHLEICHA Cz. Misię,Mazowieckie,Otwock,Sport i Hobby,Kolekcje,"Sprzedam lub zamienię lps. Zamienię na Schleicha np. Akcesoria, ludziki i konie."
Książki różne Zniszcz ten dziennik Trafny wybór Sekret,Podkarpackie,Mielec,Muzyka i Edukacja,Literatura,"Książki, 10 zł sztuka. Możliwa wysyłka Pocztą Polską zgodnie z obowiązującym cennikiem."
Karty Panini 365,Śląskie,Bytom,Sport i Hobby,Kolekcje,PANINI 365...2016/2017
Znaczki - Polska - Chiny - Anglia - Usa - wycena znaczków,Śląskie,Bielsko-Biała,Sport i Hobby,Kolekcje,"Witam.Skupujemy znaczki z całego świata,znaczki Polskie , Chiny, Usa, Rosja,Anglia,,Holandia .Jeżeli posiadają Państwo stare znaczki i chcą je sprzedać prosimy o kontakt przez OLX."
"Szczelne Szamba Betonowe, Zbiorniki na szambo, Zbiornik betonowy 4m3",Wielkopolskie,Konin,Dom i Ogród,Materiały budowlane,Witamy Serdecznie
Części do c 330,Wielkopolskie,Ostrów Wielkopolski,Rolnictwo,Części do maszyn rolniczych,sprzedam na błotnik rozdz.sprawny możliwość wysyłki
Obraz olejny,Śląskie,Racibórz,Dom i Ogród,Dekoracje,"Witam,"
Thomson mp3 lyra,Łódzkie,Łódź,Elektronika,MP3 i sprzęt audio,"Zamienię mp3 Thomson plus pokrowiec do paska lub ramię.  Oczekuję propozycji z elektroniki. Zegarek Timex,casio. Proponuj!"
iphone5s silver 32gb,Mazowieckie,Warszawa,Elektronika,iPhone,"Mam na zamianę iphone5s silver 32 gb w bardzo dobrym stanie, interesuje mnie zamiana za iphone 6. W razie potrzeby mogę wysłać zdjęcia."
Bizuteria srebrna pieracionek lancuszek do przetopienia,Śląskie,Katowice,Moda,Biżuteria,"Witam,"
szczypce do piercingu,Dolnośląskie,Wrocław,Usługi i Firmy,Wyposażenie firm,Na wymiane (dwie pary) plastikowe szczelnie zamknięte i wysterylizowane (są nowe) oraz wenflony.
Spodniczka rozowa H&amp;amp;M M,Śląskie,Katowice,Moda,Ubrania,"Sprzedam rozowa spodniczke rozmiar M. Kupiona w H&amp;M. Spodniczka ma z tylu zamek. Wysoki stan. Kolor zywy, idealny na lato badz wiosne. Stan idealny. Goraco polecam :)"
Komplecik rozm 40-za ptasie mleczko,Śląskie,Jaworzno,Moda,Ubrania,"stan jak na zdjeciu , nietoperz tylko do przeprania bo ma plamke -przybrudzenie lekkie .nie wymieniam na ciuchy gdyz sama sie ich pozbywam ."
Plakaty Zac Efron,Pomorskie,Gdynia,Sport i Hobby,Kolekcje,Zamienie na plakaty Seleny Gomez Justina Biebera Demi Lovato Miley Cyrus Zmierzch i Harry Potter lub sprzedam każdy plakat 1zl
"Spodnie, dżinsy, bluzka, tomek,dres, koszula h&amp;amp;m, garnitur roz.98",Dolnośląskie,Złotoryja,Dla Dzieci,Ubranka dla dzieci,"Witam, sprzedam ciuszki po synku rozm 98."
Zestaw gryzaków,Mazowieckie,Marki,Dla Dzieci,Zabawki,Zestaw kolorowych gryzaczków
Śpiworek,Pomorskie,Wejherowo,Dla Dzieci,Pozostałe dla dzieci,"Ciepły śpiworek idealny do wózka. Na metce nie posiada rozmiaru, ale to ok 62/68, dł całkowita 73cm. Bez plam i dziur, do odświeżenia. Zamienię na 2 paczki chusteczek dada."
NEW YORKER Ażurowa sukienka 36 s 38 m,Mazowieckie,Marki,Moda,Ubrania,Zamienie badz sprzedam za 30zł
swietna kamizelka frędzle rozm 36 s,Kujawsko-pomorskie,Ciechocinek,Moda,Ubrania,mam na sprzedaz lub zamiane kamizelke frędzle.idealna
hobby fotografia,Łódzkie,Łódź,Elektronika,Fotografia,"witam. mam do zamiany sprzet fotograficzny.sa to trzy aparaty fotograficzne,wtym jeden cyfrowy.swiatlomierz oraz lampe blyskowa z  zasilaczem. sprzet jest sprawny,ale uzywany.zamienie go na kilka plyt gramofonowych analogowych;opwretka,opera,slawni spiewacy itp.na sms-y nie odpowiadam.jerzy"
Koszula BonPrix,Wielkopolskie,Piła,Moda,Ubrania,"Koszula BP,biało-czarna kratka,rozmiar 40"
Nakładki silikonowe medela M,Śląskie,Chorzów,Dla Dzieci,Pozostałe dla dzieci,Nakladki na piersi z firmy medela. Rozmiar M. Kilka razy użyte. Stan oceniam na bardzo dobry.
Śliczna Spódniczka dla dziewczynki 9-12 miesięcy,Łódzkie,Łowicz,Dla Dzieci,Ubranka dla dzieci,Spódniczka  jeans na wiek dziecka (9-12 miesiecy ) stan idealny. Zamienię na chusteczki fitti.
Samsung A7! Xcover 2! Sony Xperia Z1 Compact! Z3! HTC 510!Moto Dualsim,Podlaskie,Białystok,Elektronika,Inne telefony gsm,Sprzedam lub zamienię wyżej wymienione telefony
Sukienki,Pomorskie,Gdańsk,Moda,Ubrania,"Zamienie lub sprzedam sukienki, dobre na L/XL, kontakt olx lub tel, odbiór osobisty lub wysylka ok.15 zł"
Nowa ramka cyfrowa SONY S-FRAME pełen komplet !!!,Podkarpackie,Jasło,Elektronika,Pozostała elektronika,"Sprzedam nową ramkę cyfrową, nigdy jej nie używałem, sprzedaję wszystko to co widoczne na zdjęciach.Był to nieudany prezent.Posiada angielska wtyczkę, jeżeli ktoś ma przejściówkę nie ma problemu ewentualnie po prostu dokupić za parę zł polską."
sliczne szpileczki,Mazowieckie,Radom,Moda,Buty,"Witam zamienię śliczne szpileczki. Stan butów bardzo dobry. Wymienie na inne buty rozm 39, duza torebkę badz cos co wpadnie mi w oko"
Sprzedawca w salonie C.H. Arena -Gliwice/C.H.Europa Centralna--,Śląskie,Gliwice,Praca,Obsługa klienta \/ call center,Zatrudnimy pracownika do salonu telefonów komórkowych w Centrum Handlowym Arena w Gliwicach lub do Centrum Handlowego Europa Centralna w Gliwicach.
"bluzeczki dla dziewczynki w wieku 1,5 -2,5 lat",Lubelskie,Zamość,Dla Dzieci,Ubranka dla dzieci,"Witam do sprzedania posiadam zestaw bluzeczek dla dziewczynki w wieku 1,5-2,5 . Bluzeczki w stanie bdb- bez plam dziur. Polecam"
Monety zamienię aktualizacja,Podlaskie,Sokółka,Sport i Hobby,Kolekcje,Zamienię poniższe monety na inne:
4 Gasnice 6kg,Pomorskie,Lębork,Usługi i Firmy,Wyposażenie firm,Sprzedam 4 gasnice proszkowe 6 kilogramowe Cena za szt 20 zl lub zanienie na cos innego. Proponuj.  W gratisie plakietki p.poz i wyjscie awaryjne i apteczka
"2 pok., Pabianicka, dobry standard oraz punkt komunikacyjny, warto!",Łódzkie,Łódź,Nieruchomości,Wynajem,"Świetne, 2 pokojowe mieszkanie o powierzchni 46 m2 wykończone w bardzo dobrym standardzie, w pełni wyposażone oraz położone w bardzo dobrym punkcie komunikacyjnym nieopodal Ronda Lotników Lwowskich, a dokładnie przy ul. Pabianickiej pomiędzy ul. Karpacką, a ul. Ciasną."
VW Polo 1.0 rezerwacja do 31.01 do godz 10,Świętokrzyskie,Końskie,Motoryzacja,Volkswagen,Uszkodzony silnik. Ubezpieczenie oraz przeglad aktualne. Więcej informacji udzielam tel.
Super traperki 36,Zachodniopomorskie,Szczecin,Moda,Buty,"Buty z logiem nike (nie są oryginalne). Długość wkładki 22,5. Solidnie wykonane. W środku ciepły kożuszek, nie przemakaja. Polecam"
Ubranka na roczna dziewczynke,Łódzkie,Głowno,Dla Dzieci,Ubranka dla dzieci,Ubranka na okolo roczna dziewczynkę
"bluzeczki dla dziewczynki w wieku 1,5 -2,5 lat",Lubelskie,Zamość,Dla Dzieci,Ubranka dla dzieci,"Witam do sprzedania posiadam zestaw bluzeczek dla dziewczynki w wieku 1,5-2,5 . Bluzeczki w stanie bdb- bez plam dziur. Polecam"
Piekna suknia ślubna tanio,Zachodniopomorskie,Police,Ślub i Wesele,Suknie ślubne,"Witam. Sprzedam za  150zl  lub zamienię na coś... w wiadomosciach prosze o propozycje...   Piekna ślubna suknie roz. 38 lecz z tył sukni jest na gumce i spokojnie moze byc na pania roz. 40, koloru bialego + gratis bolerko. Ubrana tylko raz w tym wyjatkowym dniu. Do negocjacji :-)"
Sprzedam prawo rodzinne,Łódzkie,Pabianice,Muzyka i Edukacja,Podręczniki szkolne,"Sprzedam prawo rodzinne, wydawnictwo Prawnicze PWN, Warszawa 1998r."
zamienie torebke,Podlaskie,Białystok,Moda,Dodatki,"zamienie torebke jenny fairy kupiona w ccc w tym roku pojemna miesci a4 posiada pasek dlugi,zamienie na inna torebke z dlugim paskiem a4 lub buty jesuen zima koturny lub lekki obcas rozm 38"
Marynarka chłopięca,Podkarpackie,Ropczyce,Dla Dzieci,Ubranka dla dzieci,Marynarka chłopięca rozmiar 116 stan bdb założona kilka razy
Krzesła 4 szt -za 150 zł,Mazowieckie,Radom,Dom i Ogród,Stoły i krzesła,"Krzesła 4 szt używane , w dobrym stanie. Kolor tapicerki miodowy. Plus 2 szt. Gratis tez drewniane z innego kompletu. Transport we własnym zakresie. Do obejrzenia osiedle Idalin."
Małe życie Yanagihara Hanya,Wielkopolskie,Poznań,Muzyka i Edukacja,Literatura,Do sprzedania mam książkę Małe życie autorstwa Yanagihara Hanya
miętowa koszula koronka,Wielkopolskie,Konin,Moda,Ubrania,miętowa koszula koronka
Różowy dres r.68/74,Warmińsko-mazurskie,Giżycko,Dla Dzieci,Ubranka dla dzieci,"Śliczny komplet bluza + spodenki w kolorze różowym z kwiecistymi mankietami, które można wywinąć. Wykonany z ciepłego, milutkiego polarku."
smoczek Canpol nowy (Wawa/Wołomin),Mazowieckie,Wołomin,Dla Dzieci,Pozostałe dla dzieci,"nowy smoczek Canpol do butelek szerokootworowych, rozmiar 3 (teoretycznie 12m+ ale wiadomo, że dobór smoczka jest indywidualny dla dziecka) my piliśmy od 6 mies z takiego..."
Pajacyk na 18M.,Śląskie,Ruda Śląska,Dla Dzieci,Ubranka dla dzieci,Pajacyk dla dziecka na 18M. Stan Bardzo dobry. Idealny na jesień. Materiał POLYESTER.
